m_date,air_temp
2019-05-04 18:21,1
2019-05-04 18:22,0
2019-05-04 18:23,4
2019-05-04 18:24,2
2019-05-04 18:25,2
2019-05-04 18:26,0
2019-05-04 18:27,1
2019-05-04 18:28,2
2019-05-04 18:29,3
2019-05-04 18:30,10
2019-05-04 18:31,3
2019-05-04 18:32,6
2019-05-04 18:33,5
2019-05-04 18:34,5
2019-05-04 18:35,4
2019-05-04 18:36,8
2019-05-04 18:37,5
2019-05-04 18:38,5
2019-05-04 18:39,3
2019-05-04 18:40,4
2019-05-04 18:41,5
2019-05-04 18:42,2
2019-05-04 18:43,6
2019-05-04 18:44,4
2019-05-04 18:45,6
2019-05-04 18:46,3
2019-05-04 18:47,6
2019-05-04 18:48,3
2019-05-04 18:49,4
2019-05-04 18:50,3
2019-05-04 18:51,3
2019-05-04 18:54,1
2019-05-04 18:55,3
2019-05-04 18:56,2
2019-05-04 18:57,1
2019-05-04 18:58,1
2019-05-04 18:59,3
2019-05-04 19:1,1
2019-05-04 19:2,1
2019-05-04 19:3,3
2019-05-04 19:4,1
2019-05-04 19:5,2
2019-05-04 19:6,2
2019-05-04 19:7,4
2019-05-04 19:8,7
2019-05-04 19:9,3
2019-05-04 19:10,4
2019-05-04 19:11,8
2019-05-04 19:12,3
2019-05-04 19:13,4
2019-05-04 19:14,5
2019-05-04 19:15,2
2019-05-04 19:16,5
2019-05-04 19:17,2
2019-05-04 19:18,0
2019-05-04 19:20,1
2019-05-04 19:21,0
2019-05-04 19:23,1
2019-05-04 19:24,0
2019-05-04 19:26,1
2019-05-04 19:27,2
2019-05-04 19:28,1
2019-05-04 19:29,3
2019-05-04 19:41,1
2019-05-04 20:54,0
2019-05-05 5:7,5
2019-05-05 5:8,6
2019-05-05 5:9,5
2019-05-05 5:10,6
2019-05-05 5:11,8
2019-05-05 5:12,7
2019-05-05 5:13,6
2019-05-05 5:14,6
2019-05-05 5:15,7
2019-05-05 5:16,8
2019-05-05 5:17,8
2019-05-05 5:18,8
2019-05-05 5:19,5
2019-05-05 5:20,7
2019-05-05 5:21,4
2019-05-05 5:22,5
2019-05-05 5:23,4
2019-05-05 5:24,5
2019-05-05 5:25,4
2019-05-05 5:26,6
2019-05-05 5:27,5
2019-05-05 5:28,3
2019-05-05 5:29,2
2019-05-05 5:30,2
2019-05-05 5:31,3
2019-05-05 5:32,3
2019-05-05 5:33,1
2019-05-05 5:34,2
2019-05-05 5:35,4
2019-05-05 5:36,2
2019-05-05 5:37,3
2019-05-05 5:38,1
2019-05-05 5:39,3
2019-05-05 5:40,3
2019-05-05 5:41,2
2019-05-05 5:42,5
2019-05-05 5:43,5
2019-05-05 5:44,4
2019-05-05 5:45,6
2019-05-05 5:46,5
2019-05-05 5:47,3
2019-05-05 5:48,2
2019-05-05 5:49,1
2019-05-05 5:50,2
2019-05-05 5:51,4
2019-05-05 5:52,3
2019-05-05 5:53,3
2019-05-05 5:54,3
2019-05-05 5:55,4
2019-05-05 5:56,6
2019-05-05 5:57,5
2019-05-05 5:58,6
2019-05-05 5:59,5
2019-05-05 6:0,7
2019-05-05 6:1,1
2019-05-05 6:2,1
2019-05-05 6:3,0
2019-05-05 6:7,1
2019-05-05 6:22,1
2019-05-05 6:23,2
2019-05-05 6:24,1
2019-05-05 6:26,1
2019-05-05 6:30,2
2019-05-05 6:37,1
2019-05-05 6:41,1
2019-05-05 6:44,2
2019-05-05 6:47,1
2019-05-05 6:50,1
2019-05-05 6:55,1
2019-05-05 6:56,0
2019-05-05 6:59,1
2019-05-05 7:6,1
2019-05-05 7:18,2
2019-05-05 7:19,1
2019-05-05 7:21,0
2019-05-05 7:27,1
2019-05-05 7:31,2
2019-05-05 7:33,3
2019-05-05 7:36,0
2019-05-05 7:38,1
2019-05-05 7:40,3
2019-05-05 7:41,1
2019-05-05 7:48,1
2019-05-05 7:52,1
2019-05-05 7:55,8
2019-05-05 7:58,1
2019-05-05 7:59,1
2019-05-05 8:4,3
2019-05-05 8:5,3
2019-05-05 8:6,5
2019-05-05 8:7,4
2019-05-05 8:8,2
2019-05-05 8:9,4
2019-05-05 8:10,2
2019-05-05 8:11,3
2019-05-05 8:12,5
2019-05-05 8:13,1
2019-05-05 8:14,5
2019-05-05 8:15,2
2019-05-05 8:16,7
2019-05-05 8:17,5
2019-05-05 8:18,3
2019-05-05 8:19,6
2019-05-05 8:20,3
2019-05-05 8:21,3
2019-05-05 8:22,2
2019-05-05 8:23,3
2019-05-05 8:24,3
2019-05-05 8:25,5
2019-05-05 8:26,6
2019-05-05 8:27,7
2019-05-05 8:28,1
2019-05-05 8:29,2
2019-05-05 8:30,4
2019-05-05 8:31,2
2019-05-05 8:32,3
2019-05-05 8:33,3
2019-05-05 8:34,3
2019-05-05 8:35,2
2019-05-05 8:36,1
2019-05-05 8:37,6
2019-05-05 8:38,2
2019-05-05 8:39,4
2019-05-05 8:40,3
2019-05-05 8:41,4
2019-05-05 8:42,3
2019-05-05 8:43,7
2019-05-05 8:44,2
2019-05-05 8:45,6
2019-05-05 8:46,2
2019-05-05 8:47,1
2019-05-05 8:48,1
2019-05-05 8:50,3
2019-05-05 8:51,2
2019-05-05 8:52,2
2019-05-05 8:54,2
2019-05-05 8:55,5
2019-05-05 8:56,3
2019-05-05 8:57,5
2019-05-05 8:58,3
2019-05-05 9:0,2
2019-05-05 9:1,3
2019-05-05 9:2,2
2019-05-05 9:3,2
2019-05-05 9:4,1
2019-05-05 9:5,3
2019-05-05 9:6,5
2019-05-05 9:7,8
2019-05-05 9:8,3
2019-05-05 9:9,4
2019-05-05 9:10,5
2019-05-05 9:11,7
2019-05-05 9:12,3
2019-05-05 9:13,4
2019-05-05 9:14,0
2019-05-05 9:15,3
2019-05-05 9:16,1
2019-05-05 9:17,6
2019-05-05 9:18,2
2019-05-05 9:19,3
2019-05-05 9:20,3
2019-05-05 9:21,3
2019-05-05 9:22,5
2019-05-05 9:23,2
2019-05-05 9:24,6
2019-05-05 9:25,2
2019-05-05 9:26,1
2019-05-05 9:27,0
2019-05-05 9:28,1
2019-05-05 9:29,1
2019-05-05 9:30,1
2019-05-05 9:31,0
2019-05-05 9:32,4
2019-05-05 9:33,3
2019-05-05 9:34,4
2019-05-05 9:35,3
2019-05-05 9:36,5
2019-05-05 9:37,6
2019-05-05 9:38,4
2019-05-05 9:39,5
2019-05-05 9:40,1
2019-05-05 9:41,2
2019-05-05 9:42,1
2019-05-05 9:43,6
2019-05-05 9:44,2
2019-05-05 9:45,5
2019-05-05 9:46,1
2019-05-05 9:47,1
2019-05-05 9:48,6
2019-05-05 9:49,3
2019-05-05 9:50,3
2019-05-05 9:51,3
2019-05-05 9:52,9
2019-05-05 9:53,7
2019-05-05 9:54,8
2019-05-05 9:55,4
2019-05-05 9:56,11
2019-05-05 9:57,13
2019-05-05 9:58,9
2019-05-05 9:59,10
2019-05-05 10:0,9
2019-05-05 10:1,15
2019-05-05 10:2,8
2019-05-05 10:3,6
2019-05-05 10:4,2
2019-05-05 10:5,4
2019-05-05 10:6,6
2019-05-05 10:7,7
2019-05-05 10:8,6
2019-05-05 10:10,12
2019-05-05 10:11,6
2019-05-05 10:12,8
2019-05-05 10:13,10
2019-05-05 10:14,15
2019-05-05 10:15,10
2019-05-05 10:16,5
2019-05-05 10:17,4
2019-05-05 10:18,9
2019-05-05 10:19,10
2019-05-05 10:20,8
2019-05-05 10:21,7
2019-05-05 10:22,10
2019-05-05 10:23,8
2019-05-05 10:24,7
2019-05-05 10:25,3
2019-05-05 10:26,15
2019-05-05 10:27,6
2019-05-05 10:28,4
2019-05-05 10:29,7
2019-05-05 10:30,5
2019-05-05 10:31,6
2019-05-05 10:32,8
2019-05-05 10:33,7
2019-05-05 10:34,8
2019-05-05 10:35,6
2019-05-05 10:36,6
2019-05-05 10:37,3
2019-05-05 10:38,4
2019-05-05 10:40,6
2019-05-05 10:41,8
2019-05-05 10:42,7
2019-05-05 10:43,4
2019-05-05 10:44,5
2019-05-05 10:45,5
2019-05-05 10:46,10
2019-05-05 10:47,6
2019-05-05 10:48,4
2019-05-05 10:49,2
2019-05-05 10:50,8
2019-05-05 10:51,7
2019-05-05 10:52,6
2019-05-05 10:53,9
2019-05-05 10:54,12
2019-05-05 10:55,5
2019-05-05 10:56,3
2019-05-05 10:57,5
2019-05-05 10:58,3
2019-05-05 10:59,2
2019-05-05 11:0,8
2019-05-05 11:1,8
2019-05-05 11:2,11
2019-05-05 11:3,11
2019-05-05 11:4,11
2019-05-05 11:5,7
2019-05-05 11:6,11
2019-05-05 11:7,12
2019-05-05 11:8,9
2019-05-05 11:9,7
2019-05-05 11:10,7
2019-05-05 11:11,8
2019-05-05 11:12,2
2019-05-05 11:13,8
2019-05-05 11:14,2
2019-05-05 11:21,7
2019-05-05 11:22,7
2019-05-05 11:23,16
2019-05-05 11:24,8
2019-05-05 11:25,7
2019-05-05 11:26,11
2019-05-05 11:27,2
2019-05-05 11:28,6
2019-05-05 11:29,5
2019-05-05 11:30,8
2019-05-05 11:31,7
2019-05-05 11:32,7
2019-05-05 11:33,16
2019-05-05 11:34,8
2019-05-05 11:35,7
2019-05-05 11:36,11
2019-05-05 11:37,2
2019-05-05 11:38,6
2019-05-05 11:39,5
2019-05-05 11:40,8
2019-05-05 11:41,7
2019-05-05 11:42,7
2019-05-05 11:43,16
2019-05-05 11:44,8
2019-05-05 11:45,7
2019-05-05 11:46,11
2019-05-05 11:47,2
2019-05-05 11:48,6
2019-05-05 11:49,5
2019-05-05 11:50,8
2019-05-05 11:51,7
2019-05-05 11:52,7
2019-05-05 11:53,16
2019-05-05 11:54,8
2019-05-05 11:55,7
2019-05-05 11:56,11
2019-05-05 11:57,2
2019-05-05 11:58,6
2019-05-05 11:59,5
2019-05-05 12:0,8
2019-05-05 12:1,7
2019-05-05 12:2,7
2019-05-05 12:3,16
2019-05-05 12:4,8
2019-05-05 12:5,7
2019-05-05 12:6,11
2019-05-05 12:7,2
2019-05-05 12:8,6
2019-05-05 12:9,5
2019-05-05 12:10,8
2019-05-05 12:11,7
2019-05-05 12:12,7
2019-05-05 12:13,16
2019-05-05 12:14,8
2019-05-05 12:15,7
2019-05-05 12:16,11
2019-05-05 12:17,2
2019-05-05 12:18,6
2019-05-05 12:20,8
2019-05-05 12:21,7
2019-05-05 12:22,7
2019-05-05 12:23,16
2019-05-05 12:24,8
2019-05-05 12:25,7
2019-05-05 12:26,11
2019-05-05 12:27,2
2019-05-05 12:28,6
2019-05-05 12:30,8
2019-05-05 12:31,7
2019-05-05 12:32,7
2019-05-05 12:33,16
2019-05-05 12:34,8
2019-05-05 12:35,7
2019-05-05 12:36,11
2019-05-05 12:37,2
2019-05-05 12:38,6
2019-05-05 12:39,5
2019-05-05 12:40,8
2019-05-05 12:41,7
2019-05-05 12:42,7
2019-05-05 12:43,16
2019-05-05 12:44,8
2019-05-05 12:45,7
2019-05-05 12:46,11
2019-05-05 12:47,2
2019-05-05 12:48,6
2019-05-05 12:49,5
2019-05-05 12:50,8
2019-05-05 12:51,7
2019-05-05 12:52,7
2019-05-05 12:53,16
2019-05-05 12:54,8
2019-05-05 12:55,7
2019-05-05 12:56,11
2019-05-05 12:57,2
2019-05-05 12:58,6
2019-05-05 12:59,5
2019-05-05 13:0,8
2019-05-05 13:1,7
2019-05-05 13:2,7
2019-05-05 13:3,16
2019-05-05 13:4,8
2019-05-05 13:5,7
2019-05-05 13:6,11
2019-05-05 13:7,2
2019-05-05 13:8,6
2019-05-05 13:9,5
2019-05-05 13:10,8
2019-05-05 13:11,5
2019-05-05 13:12,4
2019-05-05 13:13,5
2019-05-05 13:14,11
2019-05-05 13:15,4
2019-05-05 13:16,5
2019-05-05 13:17,7
2019-05-05 13:18,8
2019-05-05 13:19,6
2019-05-05 13:20,4
2019-05-05 13:21,5
2019-05-05 13:22,10
2019-05-05 13:23,7
2019-05-05 13:24,15
2019-05-05 13:25,6
2019-05-05 13:31,12
2019-05-05 13:32,11
2019-05-05 13:33,9
2019-05-05 13:34,9
2019-05-05 13:35,9
2019-05-05 13:36,11
2019-05-05 13:37,7
2019-05-05 13:38,4
2019-05-05 13:39,9
2019-05-05 13:40,11
2019-05-05 13:41,9
2019-05-05 13:42,12
2019-05-05 13:43,7
2019-05-05 13:44,10
2019-05-05 13:45,9
2019-05-05 13:46,8
2019-05-05 13:47,11
2019-05-05 13:48,11
2019-05-05 13:49,6
2019-05-05 13:50,8
2019-05-05 13:51,11
2019-05-05 13:52,9
2019-05-05 13:53,15
2019-05-05 13:54,15
2019-05-05 13:55,16
2019-05-05 13:56,14
2019-05-05 13:57,13
2019-05-05 13:58,14
2019-05-05 14:0,10
2019-05-05 14:1,7
2019-05-05 14:2,16
2019-05-05 14:3,16
2019-05-05 14:4,9
2019-05-05 14:5,14
2019-05-05 14:6,13
2019-05-05 14:7,16
2019-05-05 14:8,13
2019-05-05 14:10,16
2019-05-05 14:11,11
2019-05-05 14:12,16
2019-05-05 14:13,12
2019-05-05 14:14,9
2019-05-05 14:15,11
2019-05-05 14:16,12
2019-05-05 14:17,12
2019-05-05 14:18,8
2019-05-05 14:19,9
2019-05-05 14:20,7
2019-05-05 14:21,7
2019-05-05 14:22,9
2019-05-05 14:23,7
2019-05-05 14:24,9
2019-05-05 14:25,14
2019-05-05 14:26,13
2019-05-05 14:27,10
2019-05-05 14:28,8
2019-05-05 14:29,8
2019-05-05 14:30,9
2019-05-05 14:31,11
2019-05-05 14:32,11
2019-05-05 14:33,6
2019-05-05 14:34,10
2019-05-05 14:35,6
2019-05-05 14:36,10
2019-05-05 14:37,8
2019-05-05 14:38,7
2019-05-05 14:39,13
2019-05-05 14:40,11
2019-05-05 14:41,14
2019-05-05 14:42,13
2019-05-05 14:43,9
2019-05-05 14:44,14
2019-05-05 14:45,12
2019-05-05 14:46,14
2019-05-05 14:47,14
2019-05-05 14:48,17
2019-05-05 14:49,13
2019-05-05 14:50,10
2019-05-05 14:51,9
2019-05-05 14:52,11
2019-05-05 14:53,8
2019-05-05 14:54,12
2019-05-05 14:55,9
2019-05-05 14:56,9
2019-05-05 14:57,5
2019-05-05 14:58,4
2019-05-05 14:59,1
2019-05-05 15:1,3
2019-05-05 15:2,3
2019-05-05 15:3,3
2019-05-05 15:4,4
2019-05-05 15:5,3
2019-05-05 15:6,10
2019-05-05 15:7,4
2019-05-05 15:8,1
2019-05-05 15:9,8
2019-05-05 15:10,5
2019-05-05 15:11,1
2019-05-05 15:12,5
2019-05-05 15:13,4
2019-05-05 15:14,5
2019-05-05 15:15,8
2019-05-05 15:16,4
2019-05-05 15:17,6
2019-05-05 15:18,4
2019-05-05 15:19,2
2019-05-05 15:20,5
2019-05-05 15:21,5
2019-05-05 15:22,2
2019-05-05 15:23,2
2019-05-05 15:24,0
2019-05-05 15:25,2
2019-05-05 15:26,0
2019-05-05 15:27,5
2019-05-05 15:28,7
2019-05-05 15:29,3
2019-05-05 15:30,1
2019-05-05 15:31,2
2019-05-05 15:32,1
2019-05-05 15:33,1
2019-05-05 15:34,3
2019-05-05 15:35,2
2019-05-05 15:36,2
2019-05-05 15:37,4
2019-05-05 15:38,3
2019-05-05 15:39,1
2019-05-05 15:40,0
2019-05-05 15:43,1
2019-05-05 15:44,6
2019-05-05 15:45,6
2019-05-05 15:46,5
2019-05-05 15:47,5
2019-05-05 15:48,2
2019-05-05 15:49,8
2019-05-05 15:50,9
2019-05-05 15:51,6
2019-05-05 15:52,6
2019-05-05 15:53,2
2019-05-05 15:54,4
2019-05-05 15:55,3
2019-05-05 15:56,3
2019-05-05 15:57,4
2019-05-05 15:58,6
2019-05-05 15:59,4
2019-05-05 16:0,5
2019-05-05 16:1,5
2019-05-05 16:2,5
2019-05-05 16:3,2
2019-05-05 16:4,5
2019-05-05 16:5,6
2019-05-05 16:6,5
2019-05-05 16:7,2
2019-05-05 16:8,5
2019-05-05 16:9,7
2019-05-05 16:10,4
2019-05-05 16:11,6
2019-05-05 16:12,2
2019-05-05 16:13,3
2019-05-05 16:14,1
2019-05-05 16:15,2
2019-05-05 16:16,0
2019-05-05 16:17,8
2019-05-05 16:18,7
2019-05-05 16:19,4
2019-05-05 16:20,7
2019-05-05 16:21,5
2019-05-05 16:22,4
2019-05-05 16:23,1
2019-05-05 16:24,5
2019-05-05 16:25,1
2019-05-05 16:26,3
2019-05-05 16:27,3
2019-05-05 16:28,3
2019-05-05 16:29,6
2019-05-05 16:30,4
2019-05-05 16:31,2
2019-05-05 16:32,7
2019-05-05 16:33,2
2019-05-05 16:34,9
2019-05-05 16:35,3
2019-05-05 16:36,7
2019-05-05 16:37,6
2019-05-05 16:38,6
2019-05-05 16:39,5
2019-05-05 16:40,4
2019-05-05 16:41,5
2019-05-05 16:42,6
2019-05-05 16:43,8
2019-05-05 16:44,4
2019-05-05 16:45,8
2019-05-05 16:46,8
2019-05-05 16:47,3
2019-05-05 16:48,4
2019-05-05 16:49,5
2019-05-05 16:50,4
2019-05-05 16:51,5
2019-05-05 16:52,4
2019-05-05 16:53,7
2019-05-05 16:54,3
2019-05-05 16:55,2
2019-05-05 16:56,3
2019-05-05 16:57,4
2019-05-05 16:58,5
2019-05-05 17:0,6
2019-05-05 17:1,4
2019-05-05 17:2,6
2019-05-05 17:3,4
2019-05-05 17:4,5
2019-05-05 17:5,4
2019-05-05 17:6,7
2019-05-05 17:7,6
2019-05-05 17:8,5
2019-05-05 17:9,3
2019-05-05 17:10,4
2019-05-05 17:11,4
2019-05-05 17:12,5
2019-05-05 17:13,6
2019-05-05 17:14,4
2019-05-05 17:15,2
2019-05-05 17:16,0
2019-05-05 17:17,0
2019-05-05 17:18,1
2019-05-05 17:19,3
2019-05-05 17:21,4
2019-05-05 17:22,9
2019-05-05 17:23,17
2019-05-05 17:24,5
2019-05-05 17:25,8
2019-05-05 17:26,13
2019-05-05 17:27,7
2019-05-05 17:28,3
2019-05-05 17:29,5
2019-05-05 17:31,2
2019-05-05 17:32,3
2019-05-05 17:33,3
2019-05-05 17:34,2
2019-05-05 17:35,3
2019-05-05 17:36,3
2019-05-05 17:37,2
2019-05-05 17:38,3
2019-05-05 17:39,1
2019-05-05 17:40,1
2019-05-05 17:42,1
2019-05-05 17:43,1
2019-05-05 17:44,2
2019-05-05 17:45,1
2019-05-05 17:46,1
2019-05-05 17:47,4
2019-05-05 17:48,3
2019-05-05 17:49,5
2019-05-05 17:50,2
2019-05-05 17:51,1
2019-05-05 17:53,0
2019-05-05 17:54,0
2019-05-05 17:55,2
2019-05-05 18:0,6
2019-05-05 18:1,3
2019-05-05 18:2,3
2019-05-05 18:4,0
2019-05-05 18:6,2
2019-05-05 18:7,1
2019-05-05 18:8,0
2019-05-05 18:11,2
2019-05-05 18:16,1
2019-05-05 18:18,0
2019-05-05 18:20,1
2019-05-05 18:23,2
2019-05-05 18:24,1
2019-05-05 18:26,3
2019-05-05 18:27,0
2019-05-05 18:30,1
2019-05-05 18:31,1
2019-05-05 18:32,2
2019-05-05 18:33,2
2019-05-05 18:34,1
2019-05-05 18:35,2
2019-05-05 18:36,2
2019-05-05 18:37,2
2019-05-05 18:44,0
2019-05-05 18:48,1
2019-05-05 18:52,2
2019-05-05 18:53,0
2019-05-05 18:58,1
2019-05-05 18:59,0
2019-05-05 19:0,4
2019-05-05 19:1,0
2019-05-05 19:2,4
2019-05-05 19:3,3
2019-05-05 19:4,4
2019-05-05 19:12,0
2019-05-05 19:14,0
2019-05-05 19:17,1
2019-05-05 19:22,1
2019-05-05 19:25,0
2019-05-05 20:48,1
2019-05-06 5:12,1
2019-05-06 5:14,0
2019-05-06 5:22,1
2019-05-06 5:24,0
2019-05-06 5:25,0
2019-05-06 5:26,1
2019-05-06 5:27,1
2019-05-06 5:28,1
2019-05-06 5:31,2
2019-05-06 5:32,0
2019-05-06 5:33,2
2019-05-06 5:36,1
2019-05-06 5:37,0
2019-05-06 5:38,5
2019-05-06 5:39,0
2019-05-06 5:42,1
2019-05-06 5:45,1
2019-05-06 5:47,2
2019-05-06 5:48,1
2019-05-06 5:50,1
2019-05-06 5:51,1
2019-05-06 5:52,1
2019-05-06 5:53,0
2019-05-06 5:55,0
2019-05-06 6:2,0
2019-05-06 6:3,0
2019-05-06 6:8,1
2019-05-06 6:9,1
2019-05-06 6:10,4
2019-05-06 6:13,2
2019-05-06 6:15,0
2019-05-06 6:16,1
2019-05-06 6:17,4
2019-05-06 6:19,0
2019-05-06 6:20,1
2019-05-06 6:21,1
2019-05-06 6:22,1
2019-05-06 6:23,1
2019-05-06 6:25,1
2019-05-06 6:26,1
2019-05-06 6:28,2
2019-05-06 6:29,1
2019-05-06 6:34,1
2019-05-06 6:35,2
2019-05-06 6:36,1
2019-05-06 6:38,1
2019-05-06 6:39,1
2019-05-06 6:40,1
2019-05-06 6:44,0
2019-05-06 6:45,1
2019-05-06 6:46,0
2019-05-06 6:47,1
2019-05-06 6:48,2
2019-05-06 6:51,1
2019-05-06 6:52,1
2019-05-06 6:56,1
2019-05-06 6:57,0
2019-05-06 6:58,2
2019-05-06 7:0,2
2019-05-06 7:1,3
2019-05-06 7:2,1
2019-05-06 7:3,1
2019-05-06 7:4,3
2019-05-06 7:5,1
2019-05-06 7:7,0
2019-05-06 7:8,3
2019-05-06 7:9,0
2019-05-06 7:10,1
2019-05-06 7:11,3
2019-05-06 7:12,1
2019-05-06 7:13,0
2019-05-06 7:14,4
2019-05-06 7:15,1
2019-05-06 7:16,1
2019-05-06 7:17,1
2019-05-06 7:18,3
2019-05-06 7:19,4
2019-05-06 7:20,1
2019-05-06 7:21,0
2019-05-06 7:22,2
2019-05-06 7:23,1
2019-05-06 7:24,3
2019-05-06 7:25,1
2019-05-06 7:26,1
2019-05-06 7:27,1
2019-05-06 7:28,1
2019-05-06 7:29,1
2019-05-06 7:30,2
2019-05-06 7:32,2
2019-05-06 7:33,4
2019-05-06 7:34,1
2019-05-06 7:35,2
2019-05-06 7:36,2
2019-05-06 7:37,1
2019-05-06 7:38,2
2019-05-06 7:40,1
2019-05-06 9:11,4
2019-05-06 9:12,3
2019-05-06 9:13,1
2019-05-06 9:14,3
2019-05-06 9:15,4
2019-05-06 9:16,5
2019-05-06 9:17,2
2019-05-06 9:18,2
2019-05-06 9:19,4
2019-05-06 9:20,6
2019-05-06 9:21,6
2019-05-06 9:22,1
2019-05-06 9:23,4
2019-05-06 9:24,4
2019-05-06 9:25,3
2019-05-06 9:26,5
2019-05-06 9:27,2
2019-05-06 9:28,4
2019-05-06 9:29,1
2019-05-06 9:30,2
2019-05-06 9:31,4
2019-05-06 9:32,4
2019-05-06 9:33,3
2019-05-06 9:34,8
2019-05-06 9:35,6
2019-05-06 9:36,6
2019-05-06 9:37,10
2019-05-06 9:38,3
2019-05-06 9:40,3
2019-05-06 9:41,6
2019-05-06 9:42,3
2019-05-06 9:43,4
2019-05-06 9:44,5
2019-05-06 9:45,8
2019-05-06 9:46,5
2019-05-06 9:47,4
2019-05-06 9:48,5
2019-05-06 9:49,1
2019-05-06 9:50,4
2019-05-06 9:51,4
2019-05-06 9:52,5
2019-05-06 9:53,3
2019-05-06 9:54,4
2019-05-06 9:55,4
2019-05-06 9:56,2
2019-05-06 9:57,7
2019-05-06 9:58,1
2019-05-06 9:59,0
2019-05-06 10:0,4
2019-05-06 10:1,1
2019-05-06 10:2,3
2019-05-06 10:3,4
2019-05-06 10:4,3
2019-05-06 10:5,4
2019-05-06 10:6,4
2019-05-06 10:7,2
2019-05-06 10:8,3
2019-05-06 10:9,3
2019-05-06 10:10,4
2019-05-06 10:11,8
2019-05-06 10:12,2
2019-05-06 10:13,3
2019-05-06 10:14,4
2019-05-06 10:15,3
2019-05-06 10:16,6
2019-05-06 10:17,3
2019-05-06 10:18,2
2019-05-06 10:19,1
2019-05-06 10:20,1
2019-05-06 10:21,0
2019-05-06 10:22,2
2019-05-06 10:23,5
2019-05-06 10:24,4
2019-05-06 10:25,2
2019-05-06 10:26,5
2019-05-06 10:27,3
2019-05-06 10:28,3
2019-05-06 10:29,6
2019-05-06 10:30,8
2019-05-06 10:31,4
2019-05-06 10:32,4
2019-05-06 10:33,5
2019-05-06 10:34,5
2019-05-06 10:35,4
2019-05-06 10:36,2
2019-05-06 10:37,2
2019-05-06 10:38,5
2019-05-06 10:39,1
2019-05-06 10:40,2
2019-05-06 10:41,8
2019-05-06 10:42,5
2019-05-06 10:43,1
2019-05-06 10:44,5
2019-05-06 10:45,6
2019-05-06 10:46,3
2019-05-06 10:47,4
2019-05-06 10:48,9
2019-05-06 10:49,4
2019-05-06 10:50,4
2019-05-06 10:51,1
2019-05-06 10:52,5
2019-05-06 10:53,8
2019-05-06 10:54,5
2019-05-06 10:55,8
2019-05-06 10:56,3
2019-05-06 10:57,4
2019-05-06 10:58,2
2019-05-06 11:0,5
2019-05-06 11:1,6
2019-05-06 11:2,7
2019-05-06 11:3,6
2019-05-06 11:4,8
2019-05-06 11:5,4
2019-05-06 11:6,3
2019-05-06 11:7,8
2019-05-06 11:8,4
2019-05-06 11:9,5
2019-05-06 11:10,11
2019-05-06 11:11,5
2019-05-06 11:12,5
2019-05-06 11:13,6
2019-05-06 11:14,8
2019-05-06 11:15,6
2019-05-06 11:16,4
2019-05-06 11:17,4
2019-05-06 11:18,7
2019-05-06 11:19,6
2019-05-06 11:20,6
2019-05-06 11:21,7
2019-05-06 11:22,5
2019-05-06 11:23,7
2019-05-06 11:24,8
2019-05-06 11:25,10
2019-05-06 11:26,9
2019-05-06 11:27,12
2019-05-06 11:28,11
2019-05-06 11:30,10
2019-05-06 11:31,5
2019-05-06 11:32,6
2019-05-06 11:33,3
2019-05-06 11:34,7
2019-05-06 11:35,8
2019-05-06 11:36,6
2019-05-06 11:37,8
2019-05-06 11:38,6
2019-05-06 11:39,5
2019-05-06 11:40,5
2019-05-06 11:41,4
2019-05-06 11:42,10
2019-05-06 11:43,4
2019-05-06 11:44,6
2019-05-06 11:45,4
2019-05-06 11:46,4
2019-05-06 11:47,3
2019-05-06 11:48,10
2019-05-06 11:49,8
2019-05-06 11:50,5
2019-05-06 11:51,7
2019-05-06 11:52,8
2019-05-06 11:53,9
2019-05-06 11:54,9
2019-05-06 11:55,12
2019-05-06 11:56,11
2019-05-06 11:57,10
2019-05-06 11:58,10
2019-05-06 11:59,12
2019-05-06 12:0,14
2019-05-06 12:1,14
2019-05-06 12:2,10
2019-05-06 12:3,8
2019-05-06 12:4,13
2019-05-06 12:5,9
2019-05-06 12:6,8
2019-05-06 12:7,7
2019-05-06 12:8,8
2019-05-06 12:9,11
2019-05-06 12:10,9
2019-05-06 12:11,8
2019-05-06 12:12,9
2019-05-06 12:13,11
2019-05-06 12:14,14
2019-05-06 12:15,13
2019-05-06 12:16,10
2019-05-06 12:17,10
2019-05-06 12:18,12
2019-05-06 12:19,13
2019-05-06 12:20,5
2019-05-06 12:21,12
2019-05-06 12:22,10
2019-05-06 12:23,9
2019-05-06 12:24,6
2019-05-06 12:25,10
2019-05-06 12:26,7
2019-05-06 12:27,6
2019-05-06 12:28,5
2019-05-06 12:29,4
2019-05-06 12:30,4
2019-05-06 12:31,3
2019-05-06 12:32,6
2019-05-06 12:33,10
2019-05-06 12:34,9
2019-05-06 12:35,4
2019-05-06 12:36,3
2019-05-06 12:37,9
2019-05-06 12:38,13
2019-05-06 12:39,9
2019-05-06 12:40,8
2019-05-06 12:41,10
2019-05-06 12:42,8
2019-05-06 12:43,16
2019-05-06 12:44,17
2019-05-06 12:45,6
2019-05-06 12:46,12
2019-05-06 12:47,7
2019-05-06 12:48,10
2019-05-06 12:49,19
2019-05-06 12:50,9
2019-05-06 12:51,9
2019-05-06 12:52,7
2019-05-06 12:53,12
2019-05-06 12:54,10
2019-05-06 12:55,8
2019-05-06 12:56,7
2019-05-06 12:57,8
